007B0B3C-37EB-4646-8789-8D2D821B57A9#appfire#8EE6C65E-0924-4898-AF69-4A0B6D508CFC#appfire#productStock#appfire#INT#appfire#10#appfire#0#appfire#0#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Present stock","Finders":"false","Widgets":"numberfield","WidgetDisplayName":"undefined","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"undefined","MinValue":"-2147483648","MaxValue":"2147483647","ErrorMessage":"","Name":"productStock"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#5#appfire##appfire##appfire#0#appfire#1
EF5C80C1-BD82-4E05-A8A7-A6D97A49A95C#appfire#1844D2E7-0234-4C3A-ACA4-B2CB19748BDE#appfire#txnAccessCode#appfire#INT#appfire##appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#1#appfire#column seq#appfire#{"DisplayName":"txnAccessCode","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"txnAccessCode"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#17#appfire##appfire##appfire#0#appfire#1
F005DA4E-0D14-47F5-839E-5D1337A7A88A#appfire#3BA0688A-3919-4FFB-AABD-1130A38664A6#appfire#updatedBy#appfire#VARCHAR#appfire#64#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#-1#appfire#1#appfire#column seq#appfire#{"DisplayName":"updatedBy","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"updatedBy"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#14#appfire##appfire##appfire#0#appfire#1
F036D47A-A3F7-455C-9A90-AE948D3A1521#appfire#1844D2E7-0234-4C3A-ACA4-B2CB19748BDE#appfire#stateId#appfire#VARCHAR#appfire#64#appfire#0#appfire#0#appfire#0#appfire#0#appfire#1#appfire#stateId#appfire#ast_State_M#appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"State","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"combo","WidgetDisplayName":"ComboBox","MinValue":"0","MaxValue":"64","ErrorMessage":"","Finders":"true","Name":"stateId"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#3#appfire##appfire##appfire#0#appfire#1
F0CE5FB6-AC8D-4B56-B50F-B2A35B1AD4D0#appfire#63FA7E38-C129-415E-92FE-B362D52EF941#appfire#clientIPAddressInt#appfire#BIGINT#appfire##appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Client IP Address Int","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"numberfield","WidgetDisplayName":"NumberField","MinValue":"0","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"clientIPAddressInt"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#7#appfire##appfire##appfire#0#appfire#1
F0E80F0C-0C7B-4C10-B519-8FE31C9FC918#appfire#A720D83C-B9DB-4168-A418-62497561FA8D#appfire#activeStatus#appfire#INT#appfire#1#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#1#appfire#1#appfire#column seq#appfire#{"DisplayName":"activeStatus","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"numberfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"activeStatus"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#23#appfire##appfire##appfire#0#appfire#1
F1080E58-93E0-4FFC-A06B-BC79A0480A30#appfire#BEC10A69-6B48-4F50-A3D0-B518853A56D9#appfire#activeStatus#appfire#INT#appfire#1#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#1#appfire#1#appfire#column seq#appfire#{"DisplayName":"activeStatus","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"numberfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"activeStatus"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#12#appfire##appfire##appfire#0#appfire#1
F12489D4-777F-4C10-89C9-D054E8D44E2D#appfire#1844D2E7-0234-4C3A-ACA4-B2CB19748BDE#appfire#code2#appfire#VARCHAR#appfire#32#appfire#0#appfire#0#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#1#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"District Code","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"textfield","WidgetDisplayName":"TextField","MinValue":"0","MaxValue":"32","ErrorMessage":"","Finders":"true","Name":"code2"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#6#appfire#District Code#appfire##appfire#0#appfire#1
F13B0118-1F6C-49B1-BD2E-CDB6BA773B0F#appfire#22BDA3D5-8A96-4BB2-8200-5AE25FCCDA9C#appfire#multiFactorAuthEnabled#appfire#INT#appfire#1#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Mutli Factor Auth Enabled","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"checkbox","WidgetDisplayName":"CheckBox","MinValue":"0","MaxValue":"1","ErrorMessage":"","Finders":"false","Name":"multiFactorAuthEnabled"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#5#appfire##appfire##appfire#0#appfire#1
F2D03A68-7231-459C-AD05-7A88E3C67420#appfire#E8ADB1A1-4741-4A29-87EF-AA150C161D2B#appfire#updatedBy#appfire#VARCHAR#appfire#64#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#-1#appfire#1#appfire#column seq#appfire#{"DisplayName":"updatedBy","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"updatedBy"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#5#appfire##appfire##appfire#0#appfire#1
F3EA9ECB-CA84-4DA3-8F1F-8CE9A04711B1#appfire#AA233DAC-E16A-4303-93B7-6B670A2641D3#appfire#updatedBy#appfire#VARCHAR#appfire#64#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#-1#appfire#1#appfire#column seq#appfire#{"DisplayName":"updatedBy","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"updatedBy"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#10#appfire##appfire##appfire#0#appfire#1
F40CC069-6F0C-4C2F-B622-439E93EB4D5D#appfire#94100F23-DE56-4FB0-8904-1E496E6FF41A#appfire#customerType#appfire#VARCHAR#appfire#256#appfire#0#appfire#0#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#1#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Customer Type","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"textfield","WidgetDisplayName":"TextField","MinValue":"0","MaxValue":"65535","ErrorMessage":"","Finders":"true","Name":"customerType"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#2#appfire##appfire##appfire#0#appfire#1
F4631BDB-BADA-4173-AB07-72A2C64E9588#appfire#3C29822E-50BD-43A1-A7B8-553DD21D32DE#appfire#activeStatus#appfire#INT#appfire#1#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#1#appfire#1#appfire#column seq#appfire#{"DisplayName":"activeStatus","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"numberfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"activeStatus"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#17#appfire##appfire##appfire#0#appfire#1
F5EAC4F0-F7F2-4F20-9791-E22126058EC3#appfire#647AFC95-7EB9-461E-B3B6-00AB7FAD2A99#appfire#createdBy#appfire#VARCHAR#appfire#64#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#-1#appfire#1#appfire#column seq#appfire#{"DisplayName":"createdBy","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"createdBy"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#9#appfire##appfire##appfire#0#appfire#1
F76CF244-4024-4514-96BE-37DE3E7B8617#appfire#7814CC7D-28FF-489D-ADF6-311C02AE8C23#appfire#countryFlag#appfire#VARCHAR#appfire#64#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Flag","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"textfield","WidgetDisplayName":"TextField","MinValue":"0","MaxValue":"64","ErrorMessage":"","Finders":"false","Name":"countryFlag"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#5#appfire##appfire##appfire#0#appfire#1
F85BCCD8-26A2-44D9-85A2-2DFBFB98F572#appfire#E8ADB1A1-4741-4A29-87EF-AA150C161D2B#appfire#genderId#appfire#VARCHAR#appfire#64#appfire#1#appfire#0#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Id","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"textfield","WidgetDisplayName":"TextField","MinValue":"0","MaxValue":"64","ErrorMessage":"","Finders":"false","Name":"genderId"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#1#appfire##appfire##appfire#0#appfire#1
F9946089-2361-44D8-9463-93B88371CA8B#appfire#7E763914-60E9-4653-BB3D-7F73C1028A91#appfire#customerCategory#appfire#VARCHAR#appfire#256#appfire#0#appfire#0#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#1#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Customer Category","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"textfield","WidgetDisplayName":"TextField","MinValue":"0","MaxValue":"65535","ErrorMessage":"","Finders":"true","Name":"customerCategory"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#2#appfire##appfire##appfire#0#appfire#1
F99EA9B7-682E-4DAB-B4FE-07C71FC297A3#appfire#7814CC7D-28FF-489D-ADF6-311C02AE8C23#appfire#createdBy#appfire#VARCHAR#appfire#64#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#-1#appfire#1#appfire#column seq#appfire#{"DisplayName":"createdBy","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"createdBy"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#13#appfire##appfire##appfire#0#appfire#1
F9A8A01E-5C02-4DF0-BC58-1845F9373D27#appfire#AB025E3A-0E9A-4357-9739-B2DD1DA5D17D#appfire#createdBy#appfire#VARCHAR#appfire#64#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#-1#appfire#1#appfire#column seq#appfire#{"DisplayName":"createdBy","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"createdBy"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#11#appfire##appfire##appfire#0#appfire#1
F9AD232D-78DF-41D3-80F5-2C1CDA2D8726#appfire#AB025E3A-0E9A-4357-9739-B2DD1DA5D17D#appfire#minNumericValues#appfire#INT#appfire#11#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"minNumericValues","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"numberfield","WidgetDisplayName":"NumberField","MinValue":"0","MaxValue":"11","ErrorMessage":"","Finders":"false","Name":"minNumericValues"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#8#appfire##appfire##appfire#0#appfire#1
F9C6D5AF-67B0-43E3-9393-278598DFF56D#appfire#F38F09EA-1EBD-462C-8BDB-18E2B50B9266#appfire#menuLabel#appfire#VARCHAR#appfire#256#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#1#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Menu Label","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"textfield","WidgetDisplayName":"TextField","MinValue":"0","MaxValue":"256","ErrorMessage":"","Finders":"false","Name":"menuLabel"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#8#appfire##appfire##appfire#0#appfire#1
FA3EEA54-89EF-4688-A271-540C6F4DA1FB#appfire#EFBDFCC4-34B8-4A63-8D05-A50D4E99FDED#appfire#regionLongitude#appfire#INT#appfire#11#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Region Longitude","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"numberfield","WidgetDisplayName":"NumberField","MinValue":"0","MaxValue":"11","ErrorMessage":"","Finders":"false","Name":"regionLongitude"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#10#appfire#Geo#appfire##appfire#0#appfire#1
FA9E829D-AD9E-47AE-B981-32E23A22AE91#appfire#AA233DAC-E16A-4303-93B7-6B670A2641D3#appfire#userId#appfire#VARCHAR#appfire#64#appfire#0#appfire#0#appfire#0#appfire#0#appfire#1#appfire#userId#appfire#ast_User_T#appfire#1#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"User ID","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"combo","WidgetDisplayName":"ComboBox","MinValue":"0","MaxValue":"64","ErrorMessage":"","Finders":"false","Name":"userId"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#2#appfire##appfire##appfire#0#appfire#1
FAC13EC0-2BE4-4065-88F8-639247A5ECEF#appfire#5952A2C6-266D-40B0-BAFB-2E5FCABB9D6A#appfire#timeZoneId#appfire#VARCHAR#appfire#64#appfire#1#appfire#0#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Time Zone Id","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"textfield","WidgetDisplayName":"TextField","MinValue":"0","MaxValue":"64","ErrorMessage":"","Finders":"false","Name":"timeZoneId"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#1#appfire#Geo#appfire##appfire#0#appfire#1
FAEB46A9-591F-4DD6-9EA6-B7B9715D8B2B#appfire#1DD01C54-0093-4E77-ABEC-EC745147E758#appfire#versionId#appfire#INT#appfire#11#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#-1#appfire#1#appfire#column seq#appfire#{"DisplayName":"versionId","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"numberfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"versionId"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#9#appfire##appfire##appfire#0#appfire#1
FB058AA4-1800-4651-B044-9B70C2660EA6#appfire#22BDA3D5-8A96-4BB2-8200-5AE25FCCDA9C#appfire#updatedBy#appfire#VARCHAR#appfire#64#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#-1#appfire#1#appfire#column seq#appfire#{"DisplayName":"updatedBy","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"updatedBy"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#17#appfire##appfire##appfire#0#appfire#1
FB3081BA-1380-4824-9E66-5473A7D918CE#appfire#AE5CCA87-0933-4CE8-A032-D11269170743#appfire#txnAccessCode#appfire#INT#appfire##appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#1#appfire#column seq#appfire#{"DisplayName":"txnAccessCode","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"txnAccessCode"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#13#appfire##appfire##appfire#0#appfire#1
FB614BD6-DC93-406C-B40D-18A629601539#appfire#86BFA3F9-06CE-4C06-9474-9F582BB9C51E#appfire#talukaId#appfire#VARCHAR#appfire#64#appfire#0#appfire#0#appfire#0#appfire#0#appfire#1#appfire#talukaId#appfire#ast_Taluka_M#appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"talukaa","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"combo","WidgetDisplayName":"ComboBox","MinValue":"0","MaxValue":"64","ErrorMessage":"","Finders":"false","Name":"talukaId"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#4#appfire##appfire##appfire#0#appfire#1
FBE1E7CA-6971-4013-9B11-234967433FD0#appfire#409C5F44-4078-4B6B-A259-57D7146E336F#appfire#levelName#appfire#VARCHAR#appfire#256#appfire#0#appfire#0#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#1#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Access Level Name","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"textfield","WidgetDisplayName":"TextField","MinValue":"3","MaxValue":"256","ErrorMessage":"","Finders":"false","Name":"levelName"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#3#appfire#Access Level#appfire##appfire#0#appfire#1
FBF9DB31-94C6-4EED-8632-E1270B9835E9#appfire#3CDBFD26-EC6E-4291-AF51-A76309BF1A44#appfire#createdDate#appfire#DATETIME#appfire##appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#1900-01-01#appfire#1#appfire#column seq#appfire#{"DisplayName":"createdDate","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"datefield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"createdDate"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#14#appfire##appfire##appfire#0#appfire#1
FC8B5524-613B-46FC-BEDE-6D472F7D1F28#appfire#F38F09EA-1EBD-462C-8BDB-18E2B50B9266#appfire#versionId#appfire#INT#appfire#11#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#-1#appfire#1#appfire#column seq#appfire#{"DisplayName":"versionId","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"numberfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"versionId"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#18#appfire##appfire##appfire#0#appfire#1
FD7BF9E5-F93F-4D9B-BB00-261F2F0F1F08#appfire#7E763914-60E9-4653-BB3D-7F73C1028A91#appfire#txnAccessCode#appfire#INT#appfire##appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#1#appfire#column seq#appfire#{"DisplayName":"txnAccessCode","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"textfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"txnAccessCode"}#appfire#VTM8AJ3LPKLAHECJXAYYWW#appfire#864A3A2B-A939-4B73-B8BA-436BBEA855E8#appfire#1#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#2015-12-21 07:15:55#appfire#0#appfire#1#appfire#9#appfire##appfire##appfire#0#appfire#1
